Player,Player_Id,Nation,Pos,Age,Born,Squad,Comp,Gls,Gls_rank,Gls_norm,Ast,Ast_rank,Ast_norm,xG,xG_rank,xG_norm,npxG,npxG_rank,npxG_norm,xAG,xAG_rank,xAG_norm,PrgC,PrgC_rank,PrgC_norm,PrgP,PrgP_rank,PrgP_norm,Sh,Sh_rank,Sh_norm,Sh/90,Sh/90_rank,Sh/90_norm,SoT,SoT_rank,SoT_norm,SoT/90,SoT/90_rank,SoT/90_norm,G/Sh,G/Sh_rank,G/Sh_norm,KP,KP_rank,KP_norm,PPA,PPA_rank,PPA_norm,Tkl,Tkl_rank,Tkl_norm,Tkl%,Tkl%_rank,Tkl%_norm,Int,Int_rank,Int_norm,SCA,SCA_rank,SCA_norm,SCA90,SCA90_rank,SCA90_norm,Carries,Carries_rank,Carries_norm,PrgDist_stats_possession,PrgDist_stats_possession_rank,PrgDist_stats_possession_norm,Recov,Recov_rank,Recov_norm,total_minutes,total_minutes_rank,total_minutes_norm,image_url,sub_position,market_value
Elisha Owusu,395695,Ghana,MF,26,1997,Auxerre,FR1,1,812,0.032258065,3,304,0.1666666666666666,0.4,1458,0.014760148,0.4,1452,0.016666667,1,988,0.070422535,8,1464,0.037558685,78,593,0.2154696132596685,7,1379,0.046052632,0.27,1767,0.012,3,1078,0.04,0.1199999999999999,1445,0.005380947,0.14,391,0.14,14,796,0.1473684210526315,6,1147,0.054054054,73,53,0.5934959349593496,64.6,476,0.6459999999999999,42,60,0.5833333333333334,33,848,0.1633663366336633,1.27,1461,0.010179495,521,923,0.2171738224260108,698,1403,0.095147219,154,83,0.6062992125984252,2193,275,0.7860215053763441,https://img.a.transfermarkt.technology/portrait/header/395695-1626767315.jpg?lm=1,Defensive Midfield,3000000
Elliot Anderson,567576,England,MF,21,2002,Nott'ham Forest,GB1,2,564,0.064516129,6,85,0.3333333333333333,2.1,650,0.077490775,2.1,620,0.0875,3.3,291,0.2323943661971831,52,302,0.244131455,143,127,0.3950276243093922,40,275,0.2631578947368421,1.32,796,0.058666667,7,605,0.093333333,0.23,1089,0.010313481,0.05,1062,0.05,37,175,0.3894736842105263,19,453,0.1711711711711711,92,15,0.7479674796747967,43.2,1378,0.432,31,182,0.4305555555555556,87,154,0.4306930693069307,2.87,563,0.023004056,932,277,0.3884952063359733,2366,345,0.3225190839694656,207,4,0.8149606299212598,2149,320,0.7702508960573476,https://img.a.transfermarkt.technology/portrait/header/567576-1696453772.jpg?lm=1,Central Midfield,30000000
Ellyes Skhiri,290587,Tunisia,MF,29,1995,Eint Frankfurt,DE1,1,812,0.032258065,2,465,0.1111111111111111,1.4,865,0.051660517,1.4,847,0.058333333,1.4,774,0.098591549,17,1055,0.079812207,105,353,0.2900552486187845,13,1014,0.085526316,0.52,1452,0.023111111,2,1260,0.026666667,0.08,1573,0.003587298,0.08,824,0.08,22,474,0.231578947,18,488,0.1621621621621621,40,466,0.3252032520325203,40.9,1473,0.409,31,182,0.4305555555555556,49,529,0.2425742574257425,1.98,1020,0.015870394,823,404,0.3430596081700708,1673,680,0.2280534351145038,105,396,0.4133858267716535,1722,651,0.6172043010752688,https://img.a.transfermarkt.technology/portrait/header/290587-1696509403.jpg?lm=1,Defensive Midfield,9000000
Elseid Hysaj,200056,Albania,DF,30,1994,Lazio,IT1,0,1231,0,3,304,0.1666666666666666,0.2,1651,0.007380074,0.2,1648,0.008333333,1.6,677,0.1126760563380281,4,1676,0.018779343,14,1649,0.038674033,2,1764,0.013157895,0.42,1594,0.018666667,0,1706,0,0,1693,0,0,1194,0,6,1297,0.063157895,9,911,0.081081081,11,1459,0.089430894,100,1,1,5,1329,0.069444444,10,1580,0.04950495,2.12,933,0.016992543,153,1760,0.063776574,262,1844,0.035714286,20,1705,0.078740157,275,1869,0.098566308,https://img.a.transfermarkt.technology/portrait/header/200056-1661350737.jpg?lm=1,Right-Back,2000000
Elvis Rexhbeçaj,280575,Kosovo,MF,26,1997,Augsburg,DE1,1,812,0.032258065,1,742,0.055555556,1.4,865,0.051660517,1.4,847,0.058333333,1.1,916,0.077464789,31,621,0.1455399061032863,94,438,0.2596685082872928,29,448,0.1907894736842105,1.46,728,0.064888889,5,790,0.066666667,0.25,1043,0.011210305,0.03,1164,0.03,16,694,0.1684210526315789,23,359,0.2072072072072072,27,832,0.2195121951219512,42.9,1380,0.429,16,628,0.2222222222222222,56,405,0.2772277227722772,2.82,581,0.022603289,463,1049,0.1929970821175489,978,1179,0.1333151581243184,85,620,0.3346456692913386,1672,682,0.5992831541218638,https://img.a.transfermarkt.technology/portrait/header/280575-1723534071.jpg?lm=1,Central Midfield,3500000
Elye Wahi,659542,France,"FW,MF",21,2003,Eint Frankfurt,DE1,3,403,0.096774194,1,742,0.055555556,7.3,142,0.2693726937269372,6.5,151,0.2708333333333333,0.5,1344,0.035211268,13,1231,0.061032864,12,1697,0.033149171,25,548,0.1644736842105263,4.13,50,0.1835555555555555,11,374,0.1466666666666666,0.92,289,0.041253924,0,1194,0,7,1212,0.073684211,3,1449,0.027027027,0,2029,0,0,1948,0,1,1767,0.013888889,20,1210,0.099009901,1.83,1120,0.014668092,146,1782,0.060858691,310,1793,0.042257361,16,1795,0.062992126,736,1459,0.2637992831541219,https://img.a.transfermarkt.technology/portrait/header/659542-1736944991.jpg?lm=1,Centre-Forward,25000000
Elysée Logbo,770407,France,FW,20,2004,Le Havre,FR1,0,1231,0,0,1207,0,0.2,1651,0.007380074,0.2,1648,0.008333333,0,1854,0,0,1949,0,0,2058,0,1,1845,0.006578947,3.33,110,0.148,0,1706,0,0,1693,0,0,1194,0,0,1952,0,0,1887,0,0,2029,0,,,,0,1925,0,0,2099,0,0,2083,0,5,2193,0.002084202,7,2196,0.000954198,1,2154,0.003937008,26,2140,0.009318996,https://img.a.transfermarkt.technology/portrait/header/770407-1741897086.jpg?lm=1,Centre-Forward,600000
Emanuel Emegha,559328,Netherlands,FW,21,2003,Strasbourg,FR1,14,35,0.4516129032258064,3,304,0.1666666666666666,17,15,0.6273062730627306,17,11,0.7083333333333334,2.4,457,0.1690140845070422,37,500,0.1737089201877934,14,1649,0.038674033,61,95,0.4013157894736842,2.39,309,0.1062222222222222,35,28,0.4666666666666667,1.37,77,0.061432473,0.23,131,0.23,18,612,0.1894736842105263,4,1337,0.036036036,6,1700,0.048780488,33.3,1659,0.3329999999999999,1,1767,0.013888889,32,871,0.1584158415841584,1.2600000000000002,1468,0.010099342,341,1295,0.1421425593997499,860,1274,0.1172300981461286,60,982,0.2362204724409448,1949,472,0.6985663082437276,https://img.a.transfermarkt.technology/portrait/header/559328-1732575392.png?lm=1,Centre-Forward,20000000
Emanuele Valeri,445126,Italy,DF,25,1998,Parma,IT1,2,564,0.064516129,6,85,0.3333333333333333,1.8,721,0.066420664,1,1031,0.041666667,4.7,140,0.3309859154929577,79,134,0.3708920187793427,93,442,0.2569060773480663,26,523,0.1710526315789473,0.81,1154,0.036,4,919,0.053333333,0.13,1381,0.005829359,0.04,1122,0.04,36,185,0.3789473684210526,31,194,0.2792792792792792,51,252,0.4146341463414634,49.2,1181,0.492,29,221,0.4027777777777778,75,222,0.3712871287128713,2.35,797,0.018836074,740,530,0.3084618591079616,2376,337,0.3238822246455834,124,226,0.4881889763779528,2301,194,0.8247311827956989,https://img.a.transfermarkt.technology/portrait/header/445126-1663684061.jpg?lm=1,Left-Back,3000000
Emerson,476344,Brazil,DF,25,1999,Milan,IT1,0,1231,0,0,1207,0,0.4,1458,0.014760148,0.4,1452,0.016666667,0.7,1188,0.049295775,23,840,0.107981221,68,712,0.1878453038674033,10,1186,0.065789474,0.65,1321,0.028888889,2,1260,0.026666667,0.13,1381,0.005829359,0,1194,0,15,749,0.1578947368421052,14,630,0.1261261261261261,45,375,0.3658536585365853,47.1,1238,0.471,14,723,0.1944444444444444,33,848,0.1633663366336633,2.16,911,0.017313157,584,781,0.2434347644852021,1228,972,0.1673936750272628,59,996,0.2322834645669291,1382,916,0.4953405017921147,https://img.a.transfermarkt.technology/portrait/header/476344-1737380789.jpg?lm=1,Right-Back,10000000
Emerson Palmieri,181778,Italy,DF,29,1994,West Ham,GB1,2,564,0.064516129,1,742,0.055555556,2,675,0.073800738,2,645,0.083333333,1.5,725,0.1056338028169014,47,362,0.2206572769953051,66,733,0.1823204419889502,16,879,0.1052631578947368,0.68,1287,0.030222222,7,605,0.093333333,0.3,944,0.013452366,0.13,470,0.13,16,694,0.1684210526315789,13,678,0.1171171171171171,60,146,0.4878048780487805,56.3,809,0.563,21,447,0.2916666666666667,41,667,0.2029702970297029,1.75,1162,0.014026864,555,838,0.2313463943309712,1737,644,0.2367775354416575,84,632,0.3307086614173228,1862,536,0.6673835125448029,https://img.a.transfermarkt.technology/portrait/header/181778-1660636930.jpg?lm=1,Left-Back,12000000
Emil Holm,496745,Sweden,DF,24,2000,Bologna,IT1,1,812,0.032258065,1,742,0.055555556,0.6,1304,0.022140221,0.6,1293,0.025,0.7,1188,0.049295775,29,658,0.136150235,49,984,0.1353591160220994,10,1186,0.065789474,0.79,1172,0.035111111,3,1078,0.04,0.24,1067,0.010761893,0.1,675,0.1,10,1010,0.1052631578947368,14,630,0.1261261261261261,34,627,0.2764227642276423,64.5,479,0.645,10,955,0.1388888888888889,28,982,0.1386138613861386,2.22,881,0.017794078,442,1090,0.1842434347644852,1188,1007,0.1619411123227917,47,1200,0.1850393700787401,971,1241,0.3480286738351254,https://img.a.transfermarkt.technology/portrait/header/496745-1688450376.jpg?lm=1,Right-Back,8000000
Emil Krafth,184528,Sweden,DF,29,1994,Newcastle Utd,GB1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0.1,1698,0.007042254,5,1614,0.023474178,8,1783,0.022099448,1,1845,0.006578947,0.26,1778,0.011555556,0,1706,0,0,1693,0,0,1194,0,1,1806,0.010526316,1,1707,0.009009009,4,1793,0.032520325,66.7,349,0.667,2,1621,0.027777778,3,1917,0.014851485,0.79,1739,0.006332127,82,1965,0.034180909,175,1966,0.023854962,19,1725,0.07480315,245,1911,0.08781362,https://img.a.transfermarkt.technology/portrait/header/184528-1674210829.jpg?lm=1,Right-Back,2500000
Emile Smith Rowe,392765,England,MF,24,2000,Fulham,GB1,6,193,0.1935483870967742,3,304,0.1666666666666666,4.5,286,0.1660516605166051,4.5,254,0.1875,1.4,774,0.098591549,53,286,0.2488262910798122,126,213,0.3480662983425414,37,318,0.2434210526315789,1.63,653,0.072444444,11,374,0.1466666666666666,0.48,697,0.021523786,0.16,328,0.16,24,417,0.2526315789473684,15,582,0.1351351351351351,31,707,0.2520325203252032,33.3,1659,0.3329999999999999,11,901,0.1527777777777778,73,234,0.3613861386138614,3.22,444,0.025809429,779,475,0.3247186327636515,1932,545,0.2633587786259542,75,734,0.2952755905511811,1824,569,0.6537634408602151,https://img.a.transfermarkt.technology/portrait/header/392765-1684164628.jpg?lm=1,Attacking Midfield,32000000
Emiliano Martínez,111873,Argentina,GK,31,1992,Aston Villa,GB1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0.5,1344,0.035211268,0,1949,0,4,1885,0.011049724,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,2,1690,0.021052632,0,1887,0,3,1841,0.024390244,100,1,1,0,1925,0,6,1752,0.02970297,0.17,2008,0.00136261,889,328,0.3705710712796998,2936,198,0.4002181025081788,34,1451,0.1338582677165354,2610,43,0.935483871,https://img.a.transfermarkt.technology/portrait/header/111873-1668180824.jpg?lm=1,Goalkeeper,25000000
Emmanuel Agbadou,683895,Cote d'Ivoire,DF,27,1997,Wolves,GB1,1,812,0.032258065,0,1207,0,1.3,899,0.04797048,1.3,880,0.054166667,0.5,1344,0.035211268,16,1102,0.075117371,108,324,0.2983425414364641,22,639,0.1447368421052631,0.45,1558,0.02,5,790,0.066666667,0.13,1381,0.005829359,0.14,391,0.14,12,897,0.1263157894736842,5,1240,0.045045045,55,196,0.4471544715447154,65,461,0.65,31,182,0.4305555555555556,38,725,0.1881188118811881,1.09,1575,0.008736732,1379,57,0.574822843,3726,74,0.5079062159214831,168,51,0.6614173228346457,2041,404,0.7315412186379928,https://img.a.transfermarkt.technology/portrait/header/683895-1723821154.png?lm=1,Centre-Back,17000000
Emmanuel Biumla,1071956,France,DF,19,2005,Angers,FR1,1,812,0.032258065,0,1207,0,0.7,1242,0.025830258,0.7,1230,0.029166667,0,1854,0,3,1728,0.014084507,16,1602,0.044198895,4,1609,0.026315789,0.27,1767,0.012,2,1260,0.026666667,0.13,1381,0.005829359,0.25,91,0.25,1,1806,0.010526316,1,1707,0.009009009,19,1128,0.1544715447154471,66.7,349,0.667,8,1092,0.1111111111111111,4,1854,0.01980198,0.27,1964,0.002164145,380,1208,0.1583993330554397,1290,927,0.175845147,37,1391,0.1456692913385826,1317,966,0.4720430107526882,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,Centre-Back,4000000
Emmanuel Gyasi,241076,Ghana,"DF,FW",30,1994,Empoli,IT1,2,564,0.064516129,1,742,0.055555556,3.9,348,0.1439114391143911,3.9,313,0.1625,0.7,1188,0.049295775,22,873,0.1032863849765258,53,906,0.1464088397790055,22,639,0.1447368421052631,0.62,1354,0.027555556,8,529,0.1066666666666666,0.22,1116,0.009865069,0.09,750,0.09,17,651,0.1789473684210526,20,433,0.1801801801801801,52,239,0.4227642276422764,63.2,519,0.632,11,901,0.1527777777777778,40,682,0.198019802,1.12,1553,0.008977193,570,806,0.2375989995831596,864,1264,0.1177753544165757,135,159,0.531496063,2624,39,0.9405017921146952,https://img.a.transfermarkt.technology/portrait/header/241076-1663687225.jpg?lm=1,Right Midfield,2000000
Emre Can,119296,Germany,"DF,MF",30,1994,Dortmund,DE1,3,403,0.096774194,0,1207,0,2,675,0.073800738,0.4,1452,0.016666667,0.7,1188,0.049295775,20,940,0.093896714,116,267,0.3204419889502762,7,1379,0.046052632,0.3,1742,0.013333333,1,1464,0.013333333,0.04,1654,0.001793649,0.14,391,0.14,8,1137,0.084210526,5,1240,0.045045045,50,269,0.4065040650406504,50,1019,0.5,20,483,0.2777777777777778,32,871,0.1584158415841584,1.37,1403,0.01098103,1405,46,0.5856606919549813,3628,88,0.4945474372955289,113,320,0.4448818897637795,1864,533,0.668100358,https://img.a.transfermarkt.technology/portrait/header/119296-1709561046.jpg?lm=1,Defensive Midfield,7000000
Endrick,971570,Brazil,FW,18,2006,Real Madrid,ES1,1,812,0.032258065,0,1207,0,2.5,549,0.092250923,2.5,520,0.1041666666666666,0.5,1344,0.035211268,12,1277,0.056338028,8,1783,0.022099448,24,579,0.1578947368421052,5.95,18,0.2644444444444444,6,696,0.08,1.49,61,0.06681342,0.04,1122,0.04,4,1466,0.042105263,2,1568,0.018018018,1,1951,0.008130081,33.3,1659,0.3329999999999999,4,1425,0.055555556,8,1660,0.03960396,1.96,1030,0.015710087,83,1962,0.034597749,308,1794,0.041984733,7,2002,0.027559055,118,2037,0.042293907,https://img.a.transfermarkt.technology/portrait/header/971570-1723665994.jpg?lm=1,Centre-Forward,40000000
Enes _nal,251106,Türkiye,"FW,MF",27,1997,Bournemouth,GB1,2,564,0.064516129,1,742,0.055555556,2.7,509,0.099630996,2.7,476,0.1125,0.4,1415,0.028169014,4,1676,0.018779343,12,1697,0.033149171,20,723,0.131578947,5.22,24,0.2319999999999999,7,605,0.093333333,1.83,31,0.082059435,0.1,675,0.1,4,1466,0.042105263,4,1337,0.036036036,1,1951,0.008130081,0,1948,0,0,1925,0,9,1620,0.044554455,2.35,797,0.018836074,91,1928,0.037932472,95,2063,0.012949836,16,1795,0.062992126,332,1814,0.1189964157706093,https://img.a.transfermarkt.technology/portrait/header/251106-1669365680.jpg?lm=1,Centre-Forward,13000000
Enric Franquesa,282700,Spain,"DF,FW",27,1997,Leganés,ES1,1,812,0.032258065,0,1207,0,0.3,1550,0.011070111,0.3,1547,0.0125,0.1,1698,0.007042254,11,1330,0.051643192,12,1697,0.033149171,3,1683,0.019736842,0.44,1573,0.019555556,1,1464,0.013333333,0.15,1322,0.006726183,0.33,30,0.33,2,1690,0.021052632,2,1568,0.018018018,17,1195,0.1382113821138211,69.2,307,0.6920000000000001,5,1329,0.069444444,6,1752,0.02970297,0.8800000000000001,1684,0.007053509,133,1812,0.055439767,337,1766,0.045937841,29,1545,0.1141732283464567,614,1561,0.2200716845878136,https://img.a.transfermarkt.technology/portrait/header/282700-1625480292.jpg?lm=1,Left-Back,1500000
Enrico Del Prato,392956,Italy,DF,24,1999,Parma,IT1,4,310,0.1290322580645161,0,1207,0,2,675,0.073800738,2,645,0.083333333,1.2,865,0.084507042,8,1464,0.037558685,81,560,0.223756906,12,1065,0.078947368,0.37,1665,0.016444444,5,790,0.066666667,0.15,1322,0.006726183,0.33,30,0.33,14,796,0.1473684210526315,9,911,0.081081081,33,653,0.2682926829268293,73.1,233,0.731,19,511,0.2638888888888889,32,871,0.1584158415841584,0.98,1632,0.007855044,1006,215,0.4193413922467695,1880,569,0.2562704471101417,120,261,0.4724409448818897,2316,185,0.8301075268817204,https://img.a.transfermarkt.technology/portrait/header/392956-1730185180.jpg?lm=1,Right-Back,6000000
Enzo Barrenechea,671915,Argentina,MF,23,2001,Valencia,ES1,1,812,0.032258065,2,465,0.1111111111111111,1.3,899,0.04797048,1.3,880,0.054166667,0.9,1052,0.063380282,21,907,0.098591549,126,213,0.3480662983425414,16,879,0.1052631578947368,0.6600000000000001,1316,0.029333333,3,1078,0.04,0.1199999999999999,1445,0.005380947,0.06,996,0.06,15,749,0.1578947368421052,7,1074,0.063063063,57,173,0.4634146341463415,69.6,302,0.696,28,246,0.3888888888888889,44,622,0.2178217821782178,1.81,1130,0.014507785,762,500,0.3176323468111713,1515,775,0.2065158124318429,117,284,0.4606299212598425,1677,680,0.6010752688172043,https://img.a.transfermarkt.technology/portrait/header/671915-1695034257.jpg?lm=1,Defensive Midfield,7500000
Enzo Boyomo,541555,Cameroon,DF,22,2001,Osasuna,ES1,2,564,0.064516129,0,1207,0,1.6,788,0.05904059,1.6,764,0.066666667,0.9,1052,0.063380282,17,1055,0.079812207,118,248,0.3259668508287293,14,961,0.092105263,0.36,1678,0.016,3,1078,0.04,0.09,1511,0.00403571,0.17,283,0.17,4,1466,0.042105263,6,1147,0.054054054,74,50,0.6016260162601627,76.9,167,0.769,45,46,0.625,14,1422,0.069306931,0.39,1916,0.003125987,1093,153,0.4556065027094623,3166,155,0.4315703380588876,132,175,0.5196850393700787,2538,74,0.9096774193548388,https://img.a.transfermarkt.technology/portrait/header/541555-1728038860.jpg?lm=1,Centre-Back,20000000
Enzo Fernández,648195,Argentina,MF,23,2001,Chelsea,GB1,6,193,0.1935483870967742,7,55,0.3888888888888889,6.1,186,0.2250922509225092,6.1,159,0.2541666666666666,6.8,48,0.4788732394366197,60,239,0.2816901408450704,212,30,0.585635359,53,151,0.3486842105263157,1.62,656,0.072,20,140,0.2666666666666666,0.61,556,0.027353145,0.11,595,0.11,77,9,0.8105263157894737,41,89,0.3693693693693693,65,102,0.5284552845528455,36.9,1601,0.369,13,777,0.1805555555555555,147,12,0.7277227722772277,4.49,128,0.035988924,1211,93,0.5047936640266778,2735,250,0.3728189749182115,156,77,0.6141732283464567,2321,181,0.831899642,https://img.a.transfermarkt.technology/portrait/header/648195-1669894717.jpg?lm=1,Central Midfield,75000000
Enzo Loiodice,581781,France,MF,23,2000,Las Palmas,ES1,0,1231,0,0,1207,0,0.3,1550,0.011070111,0.3,1547,0.0125,0.2,1580,0.014084507,3,1728,0.014084507,31,1312,0.085635359,7,1379,0.046052632,0.92,1050,0.040888889,4,919,0.053333333,0.53,631,0.023765847,0,1194,0,5,1375,0.052631579,1,1707,0.009009009,17,1195,0.1382113821138211,30,1773,0.3,10,955,0.1388888888888889,13,1471,0.064356436,1.71,1187,0.01370625,279,1452,0.1162984576907044,432,1668,0.058887677,29,1545,0.1141732283464567,497,1665,0.1781362007168458,https://img.a.transfermarkt.technology/portrait/header/581781-1737366411.jpg?lm=1,Central Midfield,1500000
Enzo Millot,569366,France,"MF,FW",22,2002,Stuttgart,DE1,6,193,0.1935483870967742,5,136,0.2777777777777778,7.6,129,0.2804428044280442,6.7,139,0.2791666666666667,3.1,320,0.2183098591549296,44,396,0.2065727699530516,118,248,0.3259668508287293,43,239,0.2828947368421052,2.1,444,0.093333333,17,194,0.2266666666666666,0.83,352,0.037218214,0.14,391,0.14,23,452,0.2421052631578947,30,216,0.2702702702702703,30,738,0.2439024390243902,34.3,1652,0.3429999999999999,13,777,0.1805555555555555,66,291,0.3267326732673267,3.22,444,0.025809429,848,372,0.3534806169237182,1826,592,0.2489094874591057,99,450,0.38976378,1636,720,0.5863799283154122,https://img.a.transfermarkt.technology/portrait/header/569366-1723707547.jpg?lm=1,Attacking Midfield,35000000
Enzo Tchato,842338,Cameroon,DF,21,2002,Montpellier,FR1,0,1231,0,0,1207,0,0.1,1756,0.003690037,0.1,1755,0.004166667,1.5,725,0.1056338028169014,44,396,0.2065727699530516,62,797,0.1712707182320442,4,1609,0.026315789,0.19,1855,0.008444444,2,1260,0.026666667,0.09,1511,0.00403571,0,1194,0,14,796,0.1473684210526315,13,678,0.1171171171171171,48,312,0.3902439024390244,59.1,691,0.591,22,405,0.3055555555555556,33,848,0.1633663366336633,1.56,1290,0.012503947,532,900,0.2217590662776156,1735,646,0.236504907,60,982,0.2362204724409448,1765,613,0.6326164874551972,https://img.a.transfermarkt.technology/portrait/header/842338-1702665627.JPG?lm=1,Right-Back,2500000
Eray Cömert,298583,Switzerland,"DF,MF",26,1998,Valladolid,ES1,0,1231,0,0,1207,0,0.9,1100,0.033210332,0.9,1084,0.0375,0,1854,0,9,1427,0.042253521,48,999,0.1325966850828729,9,1251,0.059210526,0.46,1538,0.020444444,1,1464,0.013333333,0.05,1653,0.002242061,0,1194,0,0,1952,0,1,1707,0.009009009,24,955,0.1951219512195122,57.1,762,0.5710000000000001,24,353,0.3333333333333333,12,1505,0.059405941,0.61,1821,0.004889364,599,755,0.2496873697373905,1543,753,0.2103326063249727,51,1128,0.2007874015748031,1341,946,0.4806451612903226,https://img.a.transfermarkt.technology/portrait/header/298583-1704213027.jpg?lm=1,Centre-Back,2500000
Eren Dinkçi,645774,Türkiye,"MF,FW",22,2001,Freiburg,DE1,0,1231,0,3,304,0.1666666666666666,1.1,991,0.040590406,1.1,972,0.045833333,2.2,495,0.1549295774647887,33,580,0.1549295774647887,35,1237,0.096685083,14,961,0.092105263,1.05,963,0.046666667,3,1078,0.04,0.23,1089,0.010313481,0,1194,0,23,452,0.2421052631578947,11,790,0.099099099,21,1061,0.1707317073170731,30.4,1764,0.304,7,1162,0.097222222,43,638,0.2128712871287128,3.23,440,0.025889582,269,1467,0.1121300541892455,941,1213,0.1282715376226826,55,1052,0.2165354330708661,1194,1058,0.4279569892473118,https://img.a.transfermarkt.technology/portrait/header/645774-1690186275.jpg?lm=1,Right Winger,12000000
Erhan Mašovi_,343959,Serbia,DF,25,1998,Bochum,DE1,1,812,0.032258065,1,742,0.055555556,0.6,1304,0.022140221,0.6,1293,0.025,0.9,1052,0.063380282,1,1870,0.004694836,35,1237,0.096685083,7,1379,0.046052632,0.69,1277,0.030666667,4,919,0.053333333,0.4,790,0.017936489,0.14,391,0.14,3,1550,0.031578947,0,1887,0,14,1318,0.1138211382113821,46.4,1265,0.4639999999999999,12,840,0.1666666666666666,7,1712,0.034653465,0.69,1782,0.005530592,290,1429,0.1208837015423092,513,1597,0.069929117,32,1486,0.1259842519685039,895,1317,0.3207885304659498,https://img.a.transfermarkt.technology/portrait/header/343959-1657283131.jpg?lm=1,Centre-Back,3000000
Eric Bailly,286384,Cote d'Ivoire,DF,30,1994,Villarreal,ES1,0,1231,0,0,1207,0,0.3,1550,0.011070111,0.3,1547,0.0125,0,1854,0,1,1870,0.004694836,18,1553,0.049723757,4,1609,0.026315789,0.58,1396,0.025777778,0,1706,0,0,1693,0,0,1194,0,0,1952,0,0,1887,0,12,1416,0.097560976,75,177,0.75,6,1246,0.083333333,2,1963,0.00990099,0.29,1952,0.002324452,200,1640,0.08336807,519,1588,0.070747001,19,1725,0.07480315,580,1594,0.2078853046594982,https://img.a.transfermarkt.technology/portrait/header/286384-1696075364.png?lm=1,Centre-Back,2500000
Eric Dier,175722,England,DF,30,1994,Bayern Munich,DE1,2,564,0.064516129,1,742,0.055555556,1.1,991,0.040590406,1.1,972,0.045833333,0.1,1698,0.007042254,12,1277,0.056338028,73,647,0.2016574585635359,9,1251,0.059210526,0.55,1430,0.024444444,5,790,0.066666667,0.31,924,0.013900779,0.22,145,0.22,3,1550,0.031578947,5,1240,0.045045045,19,1128,0.1544715447154471,65,461,0.65,20,483,0.2777777777777778,13,1471,0.064356436,0.8,1731,0.00641228,944,267,0.393497291,2174,428,0.2963467829880044,80,677,0.3149606299212598,925,1277,0.3315412186379928,https://img.a.transfermarkt.technology/portrait/header/175722-1665608595.jpg?lm=1,Centre-Back,8000000
Eric García,466794,Spain,"DF,MF",23,2001,Barcelona,ES1,2,564,0.064516129,3,304,0.1666666666666666,2.3,597,0.084870849,2.3,565,0.095833333,0.8,1122,0.056338028,18,1015,0.084507042,109,315,0.3011049723756906,14,961,0.092105263,0.8,1161,0.035555556,8,529,0.1066666666666666,0.46,724,0.020626962,0.14,391,0.14,7,1212,0.073684211,14,630,0.1261261261261261,38,521,0.3089430894308943,69,316,0.69,14,723,0.1944444444444444,32,871,0.1584158415841584,1.84,1110,0.014748245,852,368,0.3551479783243018,1877,571,0.2558615049073064,54,1074,0.2125984251968504,1041,1183,0.3731182795698924,https://img.a.transfermarkt.technology/portrait/header/466794-1693604801.jpg?lm=1,Centre-Back,15000000
Eric Smith,292534,Sweden,"DF,MF",27,1997,St. Pauli,DE1,1,812,0.032258065,1,742,0.055555556,1.4,865,0.051660517,1.4,847,0.058333333,1.5,725,0.1056338028169014,16,1102,0.075117371,118,248,0.3259668508287293,24,579,0.1578947368421052,0.76,1209,0.033777778,9,459,0.12,0.29,962,0.013003954,0.04,1122,0.04,28,306,0.2947368421052631,19,453,0.1711711711711711,46,352,0.3739837398373983,57.5,755,0.575,37,95,0.5138888888888888,66,291,0.3267326732673267,2.1,952,0.016832236,838,381,0.3493122134222592,1730,650,0.2358233369683751,139,138,0.547244094,2288,205,0.8200716845878137,https://img.a.transfermarkt.technology/portrait/header/292534-1723631157.jpeg?lm=1,Centre-Back,5000000
Eric da Silva Moreira,897481,Germany,"MF,DF",18,2006,Nott'ham Forest,GB1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,1,1870,0.004694836,0,2058,0,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,0,1952,0,0,1887,0,2,1888,0.016260163,33.3,1659,0.3329999999999999,1,1767,0.013888889,0,2099,0,0,2083,0,4,2203,0.001667361,11,2181,0.001499455,2,2119,0.007874016,28,2135,0.010035842,https://img.a.transfermarkt.technology/portrait/header/897481-1701679168.jpg?lm=1,Right Midfield,1000000
Erik Ahlstrand,501049,Sweden,"FW,MF",22,2001,St. Pauli,DE1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,1,1870,0.004694836,1,1984,0.002762431,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,0,1952,0,0,1887,0,0,2029,0,,,,1,1767,0.013888889,0,2099,0,0,2083,0,12,2161,0.005002084,26,2157,0.003544166,0,2185,0,40,2125,0.014336918,https://img.a.transfermarkt.technology/portrait/header/501049-1723631889.jpeg?lm=1,Central Midfield,500000
